TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,NumberofItems,City
431,05/04/2025,1083,2066,404,0.0,516.06,2,Chicago
432,05/04/2025,1174,2026,404,0.0,423.12,0,Chicago
433,05/04/2025,1130,2057,401,3.0,1747.92,4,Los Angelos
434,05/04/2025,1033,2065,404,3.0,0.0,5,Chicago
435,05/04/2025,1144,2007,404,2.0,933.42,1,Chicago
436,05/04/2025,1185,2002,404,2.0,692.8,2,Chicago
437,05/04/2025,1000,2095,402,0.0,0.0,4,Atlanta
438,05/04/2025,1011,2054,403,0.0,900.51,3,Philadelphia
439,05/04/2025,1138,2007,401,3.0,2333.56,4,Los Angelos
440,05/04/2025,1008,2036,404,1.0,196.18,3,Chicago
441,05/04/2025,1196,2017,404,2.0,741.92,5,Chicago
442,05/04/2025,1097,2057,404,3.0,436.98,6,Chicago
443,05/04/2025,1020,2087,402,2.0,637.28,4,Atlanta
444,05/04/2025,1030,2022,404,1.0,604.06,5,Chicago
445,05/04/2025,1186,2028,401,0.0,2551.76,2,Los Angelos
446,05/04/2025,1076,2059,404,3.0,1536.15,1,Chicago
447,05/04/2025,1058,2031,404,2.0,0.0,2,Chicago
448,05/04/2025,1039,2035,402,0.0,899.99,6,Atlanta
449,05/04/2025,1008,2084,404,0.0,845.55,1,Chicago
450,05/04/2025,1061,2026,401,0.0,423.12,2,Los Angelos
451,05/04/2025,1152,2004,404,0.0,2781.75,3,Chicago
452,05/04/2025,1062,2094,401,3.0,1973.4,2,Los Angelos
453,05/04/2025,1112,2029,402,0.0,13.51,1,Atlanta
454,05/04/2025,1035,2064,403,1.0,0.0,5,Philadelphia
455,05/04/2025,1187,2073,403,2.0,399.54,2,Philadelphia
456,05/04/2025,1060,2038,402,1.0,3335.44,3,Atlanta
457,05/04/2025,1105,2038,403,0.0,1853.02,4,Philadelphia
459,05/04/2025,1142,2063,401,2.0,1325.9,1,Los Angelos
460,05/04/2025,1164,2085,404,2.0,387.44,2,Chicago
461,05/04/2025,1178,2053,404,1.0,1647.4,4,Chi
462,05/04/2025,1076,2048,402,3.0,1072.89,3,Atlanta
463,05/04/2025,1061,2028,403,1.0,1148.29,4,Philadelphia
464,05/04/2025,1118,2007,404,3.0,1750.17,3,Chicago
465,05/04/2025,1142,2067,402,3.0,1163.8,5,Atlanta
466,05/04/2025,1062,2032,402,2.0,756.48,6,Atlanta
467,05/04/2025,1165,2010,404,2.0,124.54,4,Chicago
468,05/04/2025,1023,2068,402,0.0,2460.72,5,Atlanta
469,05/04/2025,1068,2048,401,0.0,715.26,2,Los Angelos
470,05/04/2025,1048,2097,402,3.0,0.0,1,Atlanta
471,05/04/2025,1053,2042,403,0.0,167.61,2,Philadelphia
472,05/04/2025,1054,2024,401,3.0,372.81,6,Los Angelos
473,05/04/2025,1062,2089,402,3.0,1240.56,1,Atlanta
474,05/04/2025,1061,2070,403,2.0,27.34,2,Philadelphia
475,05/04/2025,1097,2059,403,2.0,0.0,3,Philadelphia
476,05/04/2025,1066,2046,404,3.0,200.58,2,Chicago
477,05/04/2025,1025,2092,404,2.0,771.54,1,Chicago
478,05/04/2025,1052,2047,403,3.0,334.98,5,Philadelphia
479,05/04/2025,1011,2072,402,1.0,756.54,2,Atlanta
480,05/04/2025,1004,2033,404,2.0,0.0,3,Chicago
481,05/04/2025,1039,2025,403,1.0,503.32,4,Philadelphia
482,05/04/2025,1097,2072,402,3.0,420.3,5,Atlanta
483,05/04/2025,1140,2083,403,2.0,1843.58,1,Philadelphia
484,05/04/2025,1195,2062,404,3.0,3096.8,2,Chicago
485,05/04/2025,1043,2093,403,1.0,1360.69,4,Philadelphia
486,05/04/2025,1035,2092,404,1.0,0.0,3,Chicago
487,05/04/2025,1138,2082,401,0.0,533.2,4,Los Angelos
488,05/04/2025,1019,2085,401,0.0,484.3,3,Los Angelos
489,05/04/2025,1105,2017,402,0.0,1391.1,5,Atlanta
491,05/04/2025,1129,2058,403,0.0,1333.5,4,Philadelphia
492,05/04/2025,1158,2081,404,3.0,2984.88,5,Chicago
493,05/04/2025,1004,2000,404,0.0,2907.93,2,Chicago
494,05/04/2025,1004,2067,403,2.0,465.52,1,Philadelphia
495,05/04/2025,1004,2064,404,1.0,1323.18,2,Chicago
496,05/04/2025,1027,2012,402,1.0,1121.74,6,Atlanta
498,05/04/2025,1068,2050,401,2.0,0.0,2,Los Angelos
499,05/04/2025,1103,2058,402,1.0,600.08,3,Atlanta
500,05/04/2025,1076,2087,401,0.0,159.32,2,Los Angelos
501,05/04/2025,1023,2051,404,3.0,351.96,1,Chi
502,05/04/2025,1141,2060,401,0.0,408.38,5,Los Angelos
503,05/04/2025,1179,2021,401,3.0,835.41,2,Los Angelos
504,05/04/2025,1111,2082,403,0.0,0.0,3,Philadelphia
505,05/04/2025,1135,2005,402,1.0,1157.71,4,Atlanta
506,05/04/2025,1177,2072,404,2.0,1008.72,5,Chicago
507,05/04/2025,1011,2009,403,0.0,0.0,1,Philadelphia
508,05/04/2025,1045,2040,401,1.0,31.09,2,Los Angelos
509,05/04/2025,1150,2018,404,0.0,1084.52,4,Chicago
510,05/04/2025,1076,2020,402,3.0,2254.98,3,Atlanta
511,05/04/2025,1173,2069,403,3.0,232.39,4,Philadelphia
512,05/04/2025,1193,2094,402,0.0,1480.05,3,Atlanta
513,05/04/2025,1128,2095,403,0.0,0.0,5,Philadelphia
514,05/04/2025,1025,2055,402,0.0,107.88,6,Atlanta
515,05/04/2025,1087,2077,404,2.0,449.46,4,Chicago
516,05/04/2025,1007,2081,403,3.0,746.22,5,Philadelphia
517,05/04/2025,1125,2029,403,3.0,40.53,2,Philadelphia
518,05/04/2025,1110,2023,404,0.0,1879.08,1,Chicago
519,05/04/2025,1197,2079,403,1.0,855.49,2,Philadelphia
520,05/04/2025,1182,2009,401,2.0,53.05,6,Los Angelos
521,05/04/2025,1039,2048,402,3.0,357.63,1,Atlanta
522,05/04/2025,1081,2046,401,0.0,33.43,2,Los Angelos
523,05/04/2025,1001,2039,404,2.0,2343.46,3,Chicago
524,05/04/2025,1194,2034,401,1.0,245.11,2,Los Angelos
526,05/04/2025,1142,2071,404,0.0,615.16,5,Chicago
527,05/04/2025,1006,2011,403,0.0,1229.22,2,Philadelphia
528,05/04/2025,1152,2076,403,3.0,2418.21,3,Philadelphia
529,05/04/2025,1003,2037,404,3.0,1440.56,4,Chicago
530,05/04/2025,1199,2010,402,1.0,210.17,5,Atlanta
531,05/04/2025,1175,2048,402,1.0,965.6,1,Atlanta
532,05/04/2025,1068,2038,403,3.0,0.0,2,Philadelphia
533,05/04/2025,1037,2008,402,3.0,266.36,4,Atlanta
534,05/04/2025,1070,2053,403,3.0,1830.45,3,Philadelphia
535,05/04/2025,1005,2009,403,2.0,53.05,4,Philadelphia
536,05/04/2025,1063,2092,404,1.0,867.98,3,Chicago
537,05/04/2025,1117,2013,402,2.0,2244.86,5,Atlanta
538,05/04/2025,1001,2050,403,3.0,0.0,6,Philadelphia
539,05/04/2025,1084,2056,403,3.0,1574.16,4,Philadelphia
540,05/04/2025,1166,2076,402,2.0,0.0,5,Atlanta
541,05/04/2025,1082,2077,402,3.0,0.0,2,Atlanta
542,05/04/2025,1080,2022,404,2.0,1073.89,1,Chicago
543,05/04/2025,1074,2094,404,1.0,444.02,2,Chicago
544,05/04/2025,1083,2048,403,3.0,0.0,6,Philadelphia
545,05/04/2025,1093,2014,402,1.0,221.67,1,Atlanta
546,05/04/2025,1174,2098,401,3.0,2723.58,2,Los Angelos
547,05/04/2025,1181,2026,404,2.0,507.74,3,Chicago
548,05/04/2025,1177,2008,404,3.0,332.95,2,Chicago
549,05/04/2025,1035,2081,403,1.0,1343.2,1,Philadelphia
550,05/04/2025,1064,2084,402,3.0,845.55,5,Atlanta
551,05/04/2025,1096,2009,404,3.0,198.93,2,Chicago
552,05/04/2025,1149,2051,404,0.0,0.0,3,Chicago
553,05/04/2025,1092,2089,401,0.0,827.04,6,Los Angelos
554,05/04/2025,1196,2031,403,1.0,1526.31,7,Philadelphia
555,05/04/2025,1165,2078,401,3.0,142.01,5,La
556,05/04/2025,1192,2042,404,0.0,1005.66,1,Chicago
557,05/04/2025,1002,2012,403,1.0,560.87,2,Philadelphia
558,05/04/2025,1130,2095,402,3.0,1963.16,4,Atlanta
559,05/04/2025,1095,2050,404,1.0,168.1,3,Chicago
560,05/04/2025,1088,2003,404,0.0,385.18,4,Chicago
561,05/04/2025,1075,2053,401,0.0,1830.45,3,Los Angelos
562,05/04/2025,1186,2018,403,2.0,1301.42,5,Philadelphia
563,05/04/2025,1087,2058,402,3.0,2667.0,6,Atlanta
564,05/04/2025,1089,2060,401,3.0,408.38,4,Los Angelos
565,05/04/2025,1184,2089,404,2.0,1984.9,5,Chicago
566,05/04/2025,1017,2038,401,0.0,0.0,2,Los Angelos
567,05/04/2025,1005,2043,401,1.0,786.1,1,Los Angelos
568,05/04/2025,1189,2031,402,1.0,2035.08,2,Atlanta
569,05/04/2025,1084,2071,404,3.0,0.0,6,Chicago
570,05/04/2025,1059,2051,402,1.0,527.94,1,Atlanta
571,05/04/2025,1163,2084,404,3.0,845.55,2,Chicago
572,05/04/2025,1007,2094,402,3.0,493.35,3,Atlanta
573,05/04/2025,1151,2054,404,0.0,0.0,2,Chicago
574,05/04/2025,1180,2027,402,2.0,0.0,1,Atlanta
575,05/04/2025,1192,2090,401,0.0,286.56,5,Los Angelos
576,05/04/2025,1137,2023,403,2.0,1503.26,2,Philadelphia
577,05/04/2025,1050,2058,401,2.0,1066.8,3,Los Angelos
578,05/04/2025,1171,2062,403,3.0,619.36,5,Philadelphia
579,05/04/2025,1156,2050,401,2.0,0.0,1,Los Angelos
580,05/04/2025,1090,2058,402,2.0,1066.8,2,Atlanta
581,05/04/2025,1157,2075,401,1.0,702.58,4,Los Angelos
582,05/04/2025,1080,2015,402,2.0,1619.93,3,Atlanta
583,05/04/2025,1029,2023,403,1.0,0.0,4,Philadelphia
584,05/04/2025,1130,2049,404,1.0,845.86,3,Chicago
585,05/04/2025,1147,2049,404,1.0,845.86,5,Chicago
586,05/04/2025,1124,2081,402,1.0,2686.39,6,Atlanta
587,05/04/2025,1125,2036,402,1.0,588.55,4,Atlanta
588,05/04/2025,1080,2057,401,2.0,699.17,5,Los Angelos
589,05/04/2025,1002,2062,402,1.0,1114.85,2,Atlanta
590,05/04/2025,1098,2071,404,3.0,1845.48,1,Chicago
591,05/04/2025,1175,2062,404,3.0,1858.08,2,Chicago
592,05/04/2025,1125,2021,401,0.0,1670.82,6,Los Angelos
593,05/04/2025,1194,2028,403,0.0,637.94,1,Philadelphia
594,05/04/2025,1070,2028,403,1.0,0.0,2,Philadelphia
595,05/04/2025,1199,2058,404,0.0,2667.0,3,Chicago
596,05/04/2025,1146,2014,403,2.0,0.0,2,Philadelphia
597,05/04/2025,1138,2096,401,3.0,2688.72,1,La
598,05/04/2025,1139,2027,404,0.0,258.61,5,Chicago
599,05/04/2025,1188,2083,402,2.0,1229.06,2,Atlanta
600,05/04/2025,1008,2057,403,2.0,699.17,0,Philadelphia
601,05/04/2025,1022,2056,401,1.0,2361.24,5,Los Angelos
602,05/04/2025,1053,2094,403,3.0,493.35,1,Philadelphia
603,05/04/2025,1042,2078,402,1.0,127.81,2,Atlanta
604,05/04/2025,1052,2007,403,2.0,2333.56,4,Philadelphia
605,05/04/2025,1152,2068,402,2.0,656.19,3,Atlanta
606,05/04/2025,1180,2037,403,2.0,288.11,4,Philadelphia
607,05/04/2025,1131,2086,401,1.0,2414.07,3,Los Angelos
608,05/04/2025,1192,2052,401,2.0,0.0,5,Los Angelos
609,05/04/2025,1167,2016,402,1.0,290.72,6,Atlanta
610,05/04/2025,1037,2091,403,1.0,0.0,4,Philadelphia
611,05/04/2025,1194,2086,404,3.0,0.0,5,Chicago
612,05/04/2025,1036,2073,403,3.0,1997.72,2,Philadelphia
613,05/04/2025,1096,2057,401,0.0,1310.94,1,Los Angelos
614,05/04/2025,1103,2065,403,2.0,376.27,2,Philadelphia
615,05/04/2025,1116,2062,403,0.0,1238.72,6,Philadelphia
616,05/04/2025,1198,2093,401,3.0,0.0,1,Los Angelos
617,05/04/2025,1162,2085,403,0.0,0.0,2,Philadelphia
618,05/04/2025,1136,2050,402,3.0,933.9,3,Atlanta
619,05/04/2025,1054,2063,403,2.0,441.97,2,Philadelphia
621,05/04/2025,1087,2087,401,0.0,637.28,5,Los Angelos
622,05/04/2025,1025,2080,404,0.0,3329.04,2,Chicago
623,05/04/2025,1031,2020,404,3.0,1127.49,3,Chicago
624,05/04/2025,1000,2054,402,1.0,1620.92,5,Atlanta
625,05/04/2025,1166,2038,402,2.0,2223.62,1,Atlanta
626,05/04/2025,1023,2083,403,2.0,1229.06,2,Philadelphia
627,05/04/2025,1021,2047,402,0.0,1674.9,4,Atlanta
629,05/04/2025,1109,2083,401,0.0,768.16,4,Los Angelos
630,05/04/2025,1000,2027,404,0.0,517.22,3,Chicago
631,05/04/2025,1033,2075,402,3.0,780.64,5,Atlanta
632,05/04/2025,1002,2001,403,0.0,824.7,6,Philadelphia
634,05/04/2025,1018,2029,404,0.0,27.02,5,Chicago
635,05/04/2025,1187,2013,401,2.0,2993.15,2,Los Angelos
636,05/04/2025,1094,2038,402,3.0,926.51,1,Atlanta
637,05/04/2025,1198,2096,402,1.0,1814.89,2,Atlanta
638,05/04/2025,1017,2067,401,1.0,523.71,6,Los Angelos
639,05/04/2025,1112,2044,402,1.0,560.47,1,Atlanta
640,05/04/2025,1105,2078,404,1.0,383.43,2,Chicago
641,05/04/2025,1022,2012,402,0.0,623.19,3,Atlanta
642,05/04/2025,1150,2093,404,2.0,1814.26,2,Chicago
643,05/04/2025,1109,2040,402,1.0,31.09,1,Atlanta
644,05/04/2025,1070,2082,401,1.0,719.82,555555555,Los Angelos
645,05/04/2025,1141,2076,403,0.0,3224.28,2,Philadelphia
646,05/04/2025,1168,2038,402,1.0,1667.72,3,Atlanta
647,05/04/2025,1191,2050,403,0.0,560.34,5,Philadelphia
648,05/04/2025,1005,2030,404,3.0,679.88,1,Chicago
649,05/04/2025,1028,2030,404,0.0,509.91,2,Chicago
650,05/04/2025,1135,2001,403,2.0,989.64,4,Philadelphia
651,05/04/2025,1033,2049,404,2.0,751.87,3,Chicago
652,05/04/2025,1139,2087,402,3.0,0.0,4,Atlanta
653,05/04/2025,1197,2009,401,0.0,265.24,3,Los Angelos
654,05/04/2025,1003,2033,402,0.0,836.25,5,Atlanta
655,05/04/2025,1015,2050,403,3.0,560.34,6,Philadelphia
656,05/04/2025,1108,2089,404,0.0,413.52,4,Chicago
657,05/04/2025,1163,2068,402,2.0,3280.96,5,Atlanta
658,05/04/2025,1021,2039,401,1.0,878.8,2,La
659,05/04/2025,1039,2068,403,3.0,2460.72,1,Philadelphia
660,05/04/2025,1150,2081,401,2.0,1193.95,2,Los Angelos
661,05/04/2025,1178,2055,402,0.0,53.94,6,Atlanta
662,05/04/2025,1062,2011,404,0.0,0.0,1,Chicago
663,05/04/2025,1116,2078,401,2.0,0.0,2,Los Angelos
664,05/04/2025,1170,2094,402,0.0,986.7,3,Atlanta
665,05/04/2025,1003,2090,402,0.0,143.28,2,Atlanta
666,05/04/2025,1041,2063,403,2.0,1325.9,1,Philadelphia
667,05/04/2025,1042,2047,402,2.0,803.95,5,Atlanta
668,05/04/2025,1187,2015,401,2.0,0.0,2,Los Angelos
669,05/04/2025,1109,2034,401,2.0,326.81,3,Los Angelos
670,05/04/2025,1182,2073,401,3.0,499.43,5,Los Angelos
671,05/04/2025,1116,2065,403,0.0,470.34,1,Philadelphia
672,05/04/2025,1127,2072,402,2.0,1008.72,2,Atlanta
673,05/04/2025,1040,2032,401,0.0,0.0,4,Los Angelos
674,05/04/2025,1058,2094,401,0.0,493.35,3,Los Angelos
675,05/04/2025,1003,2031,401,3.0,1695.9,4,Los Angelos
676,05/04/2025,1093,2049,402,1.0,1691.71,3,Atlanta
677,05/04/2025,1009,2070,404,1.0,30.76,5,Chicago
678,05/04/2025,1082,2031,404,2.0,452.24,6,Chicago
679,05/04/2025,1069,2009,403,0.0,0.0,4,Philadelphia
680,05/04/2025,1128,2086,401,1.0,804.69,5,Los Angelos
681,05/04/2025,1057,2066,401,3.0,1548.18,2,Los Angelos
682,05/04/2025,1017,2059,403,2.0,409.64,1,Philadelphia
683,05/04/2025,1083,2011,404,0.0,1638.96,2,Chicago
684,05/04/2025,1094,2025,403,2.0,223.7,6,Philadelphia
686,05/04/2025,1094,2075,404,1.0,702.58,2,Chicago
687,05/04/2025,1187,2069,402,1.0,627.45,3,Atlanta
688,05/04/2025,1001,2052,401,1.0,0.0,2,Los Angelos
689,05/04/2025,1138,2044,401,2.0,166.06,1,Los Angelos
690,05/04/2025,1000,2097,404,2.0,1347.36,5,Chicago
691,05/04/2025,1026,2026,402,3.0,211.56,2,Atlanta
692,05/04/2025,1125,2007,402,2.0,933.42,3,Atlanta
693,05/04/2025,1023,2005,402,3.0,1286.34,5,Atlanta
694,05/04/2025,1179,2047,404,0.0,669.96,1,Chicago
695,05/04/2025,1148,2012,402,3.0,3115.95,2,Atlanta
696,05/04/2025,1019,2075,401,3.0,2341.92,4,Los Angelos
697,05/04/2025,1169,2016,402,2.0,775.25,3,Atlanta
698,05/04/2025,1066,2040,404,2.0,55.26,4,Chicago
699,05/04/2025,1081,2057,403,1.0,393.28,3,Philadelphia
700,05/04/2025,1019,2025,402,0.0,559.24,5,Atlanta
702,05/04/2025,1119,2040,404,0.0,69.08,4,Chicago
703,05/04/2025,1137,2045,402,3.0,0.0,5,Atlanta
704,05/04/2025,1078,2059,403,0.0,1536.15,2,Philadelphia
705,05/04/2025,1023,2020,403,0.0,0.0,1,Philadelphia
707,05/04/2025,1182,2031,403,3.0,1695.9,6,Philadelphia
708,05/04/2025,1131,2006,403,2.0,475.2,1,Philadelphia
709,05/04/2025,1044,2003,404,3.0,1155.54,2,Chicago
710,05/04/2025,1142,2095,402,0.0,2453.95,3,Atlanta
711,05/04/2025,1118,2013,402,0.0,1870.72,2,Atlanta
712,05/04/2025,1003,2007,402,1.0,1050.1,1,Atl
713,05/04/2025,1050,2051,403,0.0,117.32,5,Philadelphia
714,05/04/2025,1149,2075,403,0.0,780.64,2,Philadelphia
715,05/04/2025,1005,2008,402,3.0,466.13,3,Atlanta
716,05/04/2025,1032,2011,403,0.0,409.74,5,Philadelphia
717,05/04/2025,1010,2059,401,1.0,921.69,1,Los Angelos
718,05/04/2025,1146,2055,404,3.0,0.0,2,Chicago
719,05/04/2025,1007,2048,404,1.0,1287.47,4,Chicago
720,05/04/2025,1090,2027,402,2.0,413.78,3,Atlanta
721,05/04/2025,1071,2057,402,0.0,1310.94,4,Atlanta
722,05/04/2025,1157,2079,402,2.0,2281.3,3,Atlanta
723,05/04/2025,1127,2052,404,0.0,2193.78,5,Chicago
724,05/04/2025,1022,2035,404,1.0,1619.98,6,Chicago
725,05/04/2025,1107,2025,402,0.0,279.62,4,Atlanta
726,05/04/2025,1097,2091,403,3.0,2717.37,5,Philadelphia
727,05/04/2025,1139,2062,403,2.0,1486.46,2,Philadelphia
728,05/04/2025,1099,2034,402,0.0,408.51,1,Atlanta
729,05/04/2025,1081,2076,402,0.0,2418.21,2,Atlanta
730,05/04/2025,1199,2035,401,3.0,2699.97,6,Los Angelos
731,05/04/2025,1135,2045,402,1.0,842.78,1,Atlanta
732,05/04/2025,1025,2031,402,2.0,904.48,2,Atlanta
733,05/04/2025,1136,2094,401,1.0,0.0,3,Los Angelos
734,05/04/2025,1147,2049,403,1.0,3383.42,2,Philadelphia
735,05/04/2025,1045,2030,403,2.0,407.93,1,Philadelphia
736,05/04/2025,1151,2003,403,1.0,693.32,5,Philadelphia
737,05/04/2025,1144,2024,404,2.0,298.25,2,Chicago
738,05/04/2025,1044,2062,401,0.0,1238.72,3,Los Angelos
739,05/04/2025,1014,2029,402,0.0,13.51,5,Atlanta
740,05/04/2025,1134,2061,401,2.0,639.74,1,Los Angelos
741,05/04/2025,1157,2025,402,2.0,671.09,2,Atlanta
742,05/04/2025,1183,2022,403,0.0,2684.72,4,Philadelphia
743,05/04/2025,1005,2018,402,0.0,542.26,3,Atlanta
744,05/04/2025,1134,2046,401,2.0,53.49,4,Los Angelos
745,05/04/2025,1180,2084,404,0.0,281.85,3,Chicago
746,05/04/2025,1086,2038,403,1.0,1667.72,5,Philadelphia
747,05/04/2025,1040,2093,404,3.0,755.94,6,Chicago
748,05/04/2025,1166,2040,402,2.0,27.63,4,Atlanta
749,05/04/2025,1057,2085,402,3.0,1452.9,5,Atlanta
750,05/04/2025,1078,2093,403,1.0,0.0,2,Philadelphia
751,05/04/2025,1045,2093,401,3.0,2267.82,1,Los Angelos
752,05/04/2025,1197,2072,401,1.0,1513.08,2,Los Angelos
753,05/04/2025,1154,2040,402,0.0,69.08,6,Atlanta
754,05/04/2025,1127,2018,403,0.0,0.0,1,Philadelphia
755,05/04/2025,1060,2044,403,1.0,934.11,????,Philadelphia
756,05/04/2025,1162,2011,403,3.0,1229.22,3,Philadelphia
757,05/04/2025,1002,2033,402,1.0,3010.5,2,Atlanta
758,05/04/2025,1177,2008,403,2.0,159.82,1,Philadelphia
759,05/04/2025,1027,2092,401,0.0,482.21,5,Los Angelos
760,05/04/2025,1098,2056,404,1.0,944.5,2,Chicago
761,05/04/2025,1105,2063,404,2.0,2209.84,3,Chicago
762,05/04/2025,1139,2048,401,3.0,357.63,5,Los Angelos
763,05/04/2025,1147,2083,402,1.0,691.34,1,Atlanta
764,05/04/2025,1115,2009,401,2.0,53.05,2,Los Angelos
765,05/04/2025,1005,2040,403,0.0,103.62,4,Philadelphia
766,05/04/2025,1018,2043,402,3.0,2620.35,3,Atlanta
767,05/04/2025,1041,2093,401,0.0,755.94,4,Los Angelos
768,05/04/2025,1086,2076,404,0.0,0.0,3,Chicago
769,05/04/2025,1110,2083,402,3.0,768.16,5,Atlanta
770,05/04/2025,1040,2006,401,2.0,0.0,6,Los Angelos
771,05/04/2025,1052,2024,404,2.0,298.25,4,Chicago
772,05/04/2025,1169,2036,403,1.0,392.36,5,Philadelphia
773,05/04/2025,1024,2006,404,3.0,0.0,2,Chicago
774,05/04/2025,1039,2006,403,0.0,198.0,1,Philadelphia
775,05/04/2025,1109,2011,403,3.0,1638.96,2,Philadelphia
776,05/04/2025,1051,2012,401,1.0,1121.74,6,Los Angelos
777,05/04/2025,1043,2081,403,0.0,746.22,1,Philadelphia
778,05/04/2025,1121,2014,403,3.0,985.2,2,Philadelphia
779,05/04/2025,1120,2062,403,0.0,2477.44,3,Philadelphia
780,05/04/2025,1164,2069,404,1.0,0.0,2,Chicago
781,05/04/2025,1094,2048,403,1.0,321.87,1,Philadelphia
782,05/04/2025,1114,2005,403,3.0,428.78,5,Phily
783,05/04/2025,1119,2033,402,2.0,1338.0,2,Atlanta
784,05/04/2025,1144,2007,402,0.0,1166.78,3,Atlanta
785,05/04/2025,1021,2085,403,3.0,0.0,5,Philadelphia
786,05/04/2025,1193,2075,402,0.0,1561.28,1,Atlanta
787,05/04/2025,1099,2066,404,3.0,0.0,2,Chicago
788,05/04/2025,1146,2030,404,2.0,543.9,4,Chicago
789,05/04/2025,1020,2050,401,1.0,168.1,3,Los Angelos
790,05/04/2025,1030,2096,404,1.0,3024.81,4,Chicago
791,05/04/2025,1042,2027,402,1.0,232.75,3,Atlanta
792,05/04/2025,1010,2054,401,3.0,900.51,5,Los Angelos
793,05/04/2025,1051,2080,402,2.0,0.0,6,Atlanta
794,05/04/2025,1081,2093,401,0.0,755.94,4,Los Angelos
795,05/04/2025,1099,2071,404,2.0,984.26,5,Chicago
796,05/04/2025,1070,2066,404,0.0,0.0,2,Chicago
797,05/04/2025,1179,2079,404,0.0,2851.62,1,Chicago
799,05/04/2025,1027,2072,401,2.0,672.48,6,Los Angelos
800,05/04/2025,1137,2044,404,2.0,830.32,1,Chicago
801,05/04/2025,1098,2083,404,3.0,2304.48,2,Chicago
802,05/04/2025,1009,2022,403,3.0,2684.72,3,Philadelphia
803,05/04/2025,1036,2079,404,0.0,950.54,2,Chicago
804,05/04/2025,1101,2042,402,0.0,335.22,1,Atlanta
805,05/04/2025,1190,2060,403,2.0,0.0,5,Philadelphia
806,05/04/2025,1005,2043,403,2.0,2096.28,2,Philadelphia
807,05/04/2025,1071,2062,401,1.0,557.42,3,Los Angelos
808,05/04/2025,1034,2038,404,2.0,2223.62,5,Chicago
809,05/04/2025,1068,2093,404,0.0,2267.82,1,Chicago
810,05/04/2025,1048,2056,402,3.0,524.72,2,Atlanta
811,05/04/2025,1189,2062,403,0.0,1858.08,4,Philadelphia
812,05/04/2025,1131,2020,401,2.0,0.0,3,Los Angelos
813,05/04/2025,1181,2064,404,1.0,264.64,4,Chicago
814,05/04/2025,1199,2067,401,1.0,0.0,3,Los Angelos
815,05/04/2025,1049,2025,401,1.0,503.32,5,Los Angelos
816,05/04/2025,1008,2058,401,2.0,533.4,6,Los Angelos
817,05/04/2025,1180,2025,403,2.0,894.78,4,Philadelphia
818,05/04/2025,1118,2064,404,0.0,882.12,5,Chicago
819,05/04/2025,1174,2003,402,2.0,308.14,2,Atlanta
820,05/04/2025,1125,2076,404,1.0,725.46,1,Chicago
821,05/04/2025,1121,2075,403,2.0,2498.05,2,Philadelphia
822,05/04/2025,1041,2033,401,2.0,669.0,6,Los Angelos
823,05/04/2025,1007,2049,401,1.0,845.86,1,Los Angelos
824,05/04/2025,1146,2099,402,1.0,581.69,2,Atlanta
825,05/04/2025,1165,2028,402,2.0,1531.06,3,Atlanta
826,05/04/2025,1166,2052,401,0.0,731.26,2,Los Angelos
827,05/04/2025,1121,2016,402,0.0,646.04,1,Atlanta
829,05/04/2025,1108,2048,403,3.0,357.63,2,Philadelphia
830,05/04/2025,1064,2027,404,2.0,413.78,3,Chicago
831,05/04/2025,1173,2066,404,0.0,2580.3,5,Chicago
832,05/04/2025,1001,2065,403,2.0,376.27,1,Philadelphia
833,05/04/2025,1076,2087,401,3.0,796.6,2,Los Angelos
834,05/04/2025,1016,2043,403,2.0,2795.04,4,Philadelphia
835,05/04/2025,1070,2033,403,1.0,752.62,3,Philadelphia
836,05/04/2025,1038,2066,402,0.0,1032.12,4,Atlanta
837,05/04/2025,1153,2051,403,1.0,316.76,0,Philadelphia
838,05/04/2025,1184,2003,404,2.0,1848.86,5,Chicago
839,05/04/2025,1066,2053,404,3.0,0.0,6,Chicago
840,05/04/2025,1188,2004,402,2.0,2967.2,4,Atlanta
842,05/04/2025,1171,2045,403,1.0,280.93,2,Philadelphia
843,05/04/2025,1168,2071,402,2.0,1968.51,1,Atlanta
844,05/04/2025,1024,2060,402,2.0,326.7,2,Atlanta
845,05/04/2025,1185,2071,402,2.0,984.26,6,Unknown
846,05/04/2025,1167,2011,402,2.0,327.79,1,Atlanta
847,05/04/2025,1057,2095,403,3.0,2453.95,2,Philadelphia
848,05/04/2025,1084,2047,403,2.0,803.95,3,Philadelphia
850,05/04/2025,1162,2074,401,3.0,659.5,1,Los Angelos
851,05/04/2025,1049,2064,401,3.0,882.12,5,Los Angelos
852,05/04/2025,1135,2038,404,0.0,926.51,2,Chicago
853,05/04/2025,1038,2017,402,2.0,741.92,3,Atlanta
854,05/04/2025,1104,2072,404,1.0,1134.81,5,Chicago
855,05/04/2025,1080,2091,402,0.0,2717.37,1,Atlanta
856,05/04/2025,1124,2042,402,2.0,0.0,2,Atlanta
857,05/04/2025,1162,2007,401,3.0,583.39,4,Los Angelos
858,05/04/2025,1070,2026,402,1.0,190.4,3,Atlanta
859,05/04/2025,1125,2097,401,1.0,3031.56,4,Los Angelos
860,05/04/2025,1157,2055,404,3.0,53.94,3,Chicago
