category,city,year,sales_amount,sales_amount_sum,sales_amount_mean,sales_amount_count,days_since_join_first,time_since_join_first
clothing,philadelphia,2021,1486.46,1486.46,1486.46,1,1687,4 year(s) and 7 month(s)
clothing,philadelphia,2021,1578.72,1578.72,1578.72,1,1453,3 year(s) and 11 month(s)
clothing,philadelphia,2021,2580.3,2580.3,2580.3,1,1687,4 year(s) and 7 month(s)
clothing,philadelphia,2021,3368.4,3368.4,3368.4,1,1579,4 year(s) and 3 month(s)
clothing,philadelphia,2021,4632.55,4632.55,4632.55,1,1453,3 year(s) and 11 month(s)
clothing,philadelphia,2022,27.34,27.34,27.34,1,1392,3 year(s) and 9 month(s)
clothing,philadelphia,2022,106.1,106.1,106.1,1,1251,3 year(s) and 5 month(s)
clothing,philadelphia,2022,186.82,186.82,186.82,1,1148,3 year(s) and 1 month(s)
clothing,philadelphia,2022,198.93,397.86,198.93,2,1271,3 year(s) and 5 month(s)
clothing,philadelphia,2022,199.92,199.92,199.92,1,1289,3 year(s) and 6 month(s)
clothing,philadelphia,2022,265.24,265.24,265.24,1,1271,3 year(s) and 5 month(s)
clothing,philadelphia,2022,327.79,327.79,327.79,1,1095,3 year(s) and 0 month(s)
clothing,philadelphia,2022,409.74,409.74,409.74,1,1136,3 year(s) and 1 month(s)
clothing,philadelphia,2022,493.35,493.35,493.35,1,1407,3 year(s) and 10 month(s)
clothing,philadelphia,2022,594.0,594.0,594.0,1,1170,3 year(s) and 2 month(s)
clothing,philadelphia,2022,671.09,671.09,671.09,1,1095,3 year(s) and 0 month(s)
clothing,philadelphia,2022,693.32,693.32,693.32,1,1235,3 year(s) and 4 month(s)
clothing,philadelphia,2022,746.22,1492.44,746.22,2,1251,3 year(s) and 5 month(s)
clothing,philadelphia,2022,751.66,751.66,751.66,1,1357,3 year(s) and 8 month(s)
clothing,philadelphia,2022,933.93,933.93,933.93,1,1336,3 year(s) and 8 month(s)
clothing,philadelphia,2022,1079.95,1079.95,1079.95,1,1173,3 year(s) and 2 month(s)
clothing,philadelphia,2022,1229.22,1229.22,1229.22,1,1418,3 year(s) and 10 month(s)
clothing,philadelphia,2022,1343.2,1343.2,1343.2,1,1163,3 year(s) and 2 month(s)
clothing,philadelphia,2022,1681.07,1681.07,1681.07,1,1169,3 year(s) and 2 month(s)
clothing,philadelphia,2022,1858.08,1858.08,1858.08,1,1110,3 year(s) and 0 month(s)
clothing,philadelphia,2022,2418.21,4836.42,2418.21,2,1175,3 year(s) and 2 month(s)
clothing,philadelphia,2022,2553.66,2553.66,2553.66,1,1184,3 year(s) and 2 month(s)
clothing,philadelphia,2022,2686.39,2686.39,2686.39,1,1345,3 year(s) and 8 month(s)
clothing,philadelphia,2022,3224.28,3224.28,3224.28,1,1173,3 year(s) and 2 month(s)
clothing,philadelphia,2022,4210.5,4210.5,4210.5,1,1357,3 year(s) and 8 month(s)
clothing,philadelphia,2023,54.69,54.69,54.69,1,706,1 year(s) and 11 month(s)
clothing,philadelphia,2023,62.27,62.27,62.27,1,789,2 year(s) and 1 month(s)
clothing,philadelphia,2023,102.54,102.54,102.54,1,817,2 year(s) and 2 month(s)
clothing,philadelphia,2023,127.46,127.46,127.46,1,1008,2 year(s) and 9 month(s)
clothing,philadelphia,2023,198.0,396.0,198.0,2,926,2 year(s) and 6 month(s)
clothing,philadelphia,2023,198.93,198.93,198.93,1,758,2 year(s) and 0 month(s)
clothing,philadelphia,2023,223.7,223.7,223.7,1,745,2 year(s) and 0 month(s)
clothing,philadelphia,2023,375.83,375.83,375.83,1,851,2 year(s) and 4 month(s)
clothing,philadelphia,2023,447.39,447.39,447.39,1,946,2 year(s) and 7 month(s)
clothing,philadelphia,2023,503.32,1006.64,503.32,2,926,2 year(s) and 6 month(s)
clothing,philadelphia,2023,593.55,593.55,593.55,1,973,2 year(s) and 8 month(s)
clothing,philadelphia,2023,599.76,599.76,599.76,1,931,2 year(s) and 6 month(s)
clothing,philadelphia,2023,709.35,709.35,709.35,1,764,2 year(s) and 1 month(s)
clothing,philadelphia,2023,737.53,737.53,737.53,1,812,2 year(s) and 2 month(s)
clothing,philadelphia,2023,754.97,754.97,754.97,1,907,2 year(s) and 5 month(s)
clothing,philadelphia,2023,819.48,819.48,819.48,1,924,2 year(s) and 6 month(s)
clothing,philadelphia,2023,934.11,934.11,934.11,1,967,2 year(s) and 7 month(s)
clothing,philadelphia,2023,989.64,989.64,989.64,1,814,2 year(s) and 2 month(s)
clothing,philadelphia,2023,1032.12,1032.12,1032.12,1,745,2 year(s) and 0 month(s)
clothing,philadelphia,2023,1475.06,1475.06,1475.06,1,785,2 year(s) and 1 month(s)
clothing,philadelphia,2023,1638.96,1638.96,1638.96,1,855,2 year(s) and 4 month(s)
clothing,philadelphia,2023,1667.72,1667.72,1667.72,1,1007,2 year(s) and 9 month(s)
clothing,philadelphia,2023,1853.02,1853.02,1853.02,1,997,2 year(s) and 8 month(s)
clothing,philadelphia,2023,1934.57,1934.57,1934.57,1,834,2 year(s) and 3 month(s)
clothing,philadelphia,2023,1952.88,1952.88,1952.88,1,745,2 year(s) and 0 month(s)
clothing,philadelphia,2023,2501.58,2501.58,2501.58,1,767,2 year(s) and 1 month(s)
clothing,philadelphia,2023,2699.88,5399.76,2699.88,2,831,2 year(s) and 3 month(s)
clothing,philadelphia,2023,2929.32,2929.32,2929.32,1,764,2 year(s) and 1 month(s)
clothing,philadelphia,2023,3731.1,3731.1,3731.1,1,907,2 year(s) and 5 month(s)
clothing,philadelphia,2024,30.76,30.76,30.76,1,658,1 year(s) and 9 month(s)
clothing,philadelphia,2024,66.31,66.31,66.31,1,658,1 year(s) and 9 month(s)
clothing,philadelphia,2024,179.93,179.93,179.93,1,652,1 year(s) and 9 month(s)
clothing,philadelphia,2024,593.55,593.55,593.55,1,662,1 year(s) and 9 month(s)
clothing,philadelphia,2024,619.36,619.36,619.36,1,590,1 year(s) and 7 month(s)
clothing,philadelphia,2024,676.49,676.49,676.49,1,640,1 year(s) and 9 month(s)
clothing,philadelphia,2024,1039.99,1039.99,1039.99,1,627,1 year(s) and 8 month(s)
clothing,philadelphia,2024,1229.22,1229.22,1229.22,1,658,1 year(s) and 9 month(s)
clothing,philadelphia,2024,2238.66,2238.66,2238.66,1,662,1 year(s) and 9 month(s)
clothing,philadelphia,2024,2477.44,2477.44,2477.44,1,627,1 year(s) and 8 month(s)
electronics,atlanta,2020,527.94,527.94,527.94,1,1944,5 year(s) and 3 month(s)
electronics,atlanta,2020,581.69,581.69,581.69,1,2004,5 year(s) and 5 month(s)
electronics,atlanta,2020,741.92,741.92,741.92,1,1886,5 year(s) and 2 month(s)
electronics,atlanta,2020,836.25,836.25,836.25,1,2021,5 year(s) and 6 month(s)
electronics,atlanta,2020,1050.1,1050.1,1050.1,1,2021,5 year(s) and 6 month(s)
electronics,atlanta,2020,1080.42,1080.42,1080.42,1,1929,5 year(s) and 3 month(s)
electronics,atlanta,2020,1338.0,1338.0,1338.0,1,1889,5 year(s) and 2 month(s)
electronics,atlanta,2020,1531.06,1531.06,1531.06,1,1944,5 year(s) and 3 month(s)
electronics,atlanta,2020,1626.78,1626.78,1626.78,1,2029,5 year(s) and 6 month(s)
electronics,atlanta,2020,2782.2,2782.2,2782.2,1,1929,5 year(s) and 3 month(s)
electronics,atlanta,2020,2818.62,2818.62,2818.62,1,1940,5 year(s) and 3 month(s)
electronics,atlanta,2020,3010.5,3010.5,3010.5,1,1942,5 year(s) and 3 month(s)
electronics,atlanta,2020,4846.55,4846.55,4846.55,1,2029,5 year(s) and 6 month(s)
electronics,atlanta,2020,5464.48,5464.48,5464.48,1,1845,5 year(s) and 0 month(s)
electronics,atlanta,2021,13.51,13.51,13.51,1,1704,4 year(s) and 8 month(s)
electronics,atlanta,2021,351.96,351.96,351.96,1,1613,4 year(s) and 5 month(s)
electronics,atlanta,2021,542.26,542.26,542.26,1,1580,4 year(s) and 4 month(s)
electronics,atlanta,2021,623.19,623.19,623.19,1,1468,4 year(s) and 0 month(s)
electronics,atlanta,2021,646.32,646.32,646.32,1,1563,4 year(s) and 3 month(s)
electronics,atlanta,2021,720.28,720.28,720.28,1,1469,4 year(s) and 0 month(s)
electronics,atlanta,2021,839.55,839.55,839.55,1,1612,4 year(s) and 5 month(s)
electronics,atlanta,2021,933.42,933.42,933.42,1,1655,4 year(s) and 6 month(s)
electronics,atlanta,2021,969.31,969.31,969.31,1,1443,3 year(s) and 11 month(s)
electronics,atlanta,2021,1084.52,1084.52,1084.52,1,1779,4 year(s) and 10 month(s)
electronics,atlanta,2021,1854.8,1854.8,1854.8,1,1590,4 year(s) and 4 month(s)
electronics,atlanta,2021,1888.99,1888.99,1888.99,1,1433,3 year(s) and 11 month(s)
electronics,atlanta,2021,2007.0,2007.0,2007.0,1,1661,4 year(s) and 6 month(s)
electronics,atlanta,2021,2098.88,2098.88,2098.88,1,1504,4 year(s) and 1 month(s)
electronics,atlanta,2021,2254.9,2254.9,2254.9,1,1778,4 year(s) and 10 month(s)
electronics,atlanta,2021,2551.76,2551.76,2551.76,1,1642,4 year(s) and 6 month(s)
electronics,atlanta,2021,3115.95,3115.95,3115.95,1,1623,4 year(s) and 5 month(s)
electronics,atlanta,2021,4728.0,4728.0,4728.0,1,1438,3 year(s) and 11 month(s)
electronics,atlanta,2022,27.02,27.02,27.02,1,1175,3 year(s) and 2 month(s)
electronics,atlanta,2022,261.86,261.86,261.86,1,1151,3 year(s) and 1 month(s)
electronics,atlanta,2022,561.83,561.83,561.83,1,1404,3 year(s) and 10 month(s)
electronics,atlanta,2022,671.18,671.18,671.18,1,1345,3 year(s) and 8 month(s)
electronics,atlanta,2022,780.64,780.64,780.64,1,1357,3 year(s) and 8 month(s)
electronics,atlanta,2022,836.25,836.25,836.25,1,1251,3 year(s) and 5 month(s)
electronics,atlanta,2022,1163.8,1163.8,1163.8,1,1319,3 year(s) and 7 month(s)
electronics,atlanta,2022,1208.12,1208.12,1208.12,1,1357,3 year(s) and 8 month(s)
electronics,atlanta,2022,1338.0,1338.0,1338.0,1,1212,3 year(s) and 3 month(s)
electronics,atlanta,2022,1512.96,1512.96,1512.96,1,1197,3 year(s) and 3 month(s)
electronics,atlanta,2022,1531.06,1531.06,1531.06,1,1227,3 year(s) and 4 month(s)
electronics,atlanta,2022,1561.28,1561.28,1561.28,1,1289,3 year(s) and 6 month(s)
electronics,atlanta,2022,2341.92,2341.92,2341.92,1,1392,3 year(s) and 9 month(s)
electronics,atlanta,2022,3006.53,3006.53,3006.53,1,1184,3 year(s) and 2 month(s)
electronics,atlanta,2022,3903.2,3903.2,3903.2,1,1319,3 year(s) and 7 month(s)
electronics,atlanta,2023,40.53,40.53,40.53,1,935,2 year(s) and 6 month(s)
electronics,atlanta,2023,623.19,623.19,623.19,1,967,2 year(s) and 7 month(s)
electronics,atlanta,2023,741.92,741.92,741.92,1,785,2 year(s) and 1 month(s)
electronics,atlanta,2023,867.62,867.62,867.62,1,973,2 year(s) and 8 month(s)
electronics,atlanta,2023,872.85,872.85,872.85,1,763,2 year(s) and 1 month(s)
electronics,atlanta,2023,898.93,898.93,898.93,1,907,2 year(s) and 5 month(s)
electronics,atlanta,2023,939.54,939.54,939.54,1,1065,2 year(s) and 11 month(s)
electronics,atlanta,2023,944.5,944.5,944.5,1,798,2 year(s) and 2 month(s)
electronics,atlanta,2023,1049.44,2098.88,1049.44,2,973,2 year(s) and 8 month(s)
electronics,atlanta,2023,1148.29,1148.29,1148.29,1,997,2 year(s) and 8 month(s)
electronics,atlanta,2023,1166.78,1166.78,1166.78,1,944,2 year(s) and 7 month(s)
electronics,atlanta,2023,1301.42,1301.42,1301.42,1,1065,2 year(s) and 11 month(s)
electronics,atlanta,2023,1391.1,1391.1,1391.1,1,997,2 year(s) and 8 month(s)
electronics,atlanta,2023,1879.08,1879.08,1879.08,1,745,2 year(s) and 0 month(s)
electronics,atlanta,2023,2528.24,2528.24,2528.24,1,1066,2 year(s) and 11 month(s)
electronics,atlanta,2024,13.51,13.51,13.51,1,609,1 year(s) and 8 month(s)
electronics,atlanta,2024,524.72,524.72,524.72,1,625,1 year(s) and 8 month(s)
electronics,atlanta,2024,542.26,542.26,542.26,1,658,1 year(s) and 9 month(s)
electronics,atlanta,2024,756.48,756.48,756.48,1,658,1 year(s) and 9 month(s)
electronics,atlanta,2024,1020.7,1020.7,1020.7,1,580,1 year(s) and 7 month(s)
electronics,atlanta,2024,1121.74,1121.74,1121.74,1,590,1 year(s) and 7 month(s)
electronics,chicago,2020,27.02,27.02,27.02,1,1919,5 year(s) and 3 month(s)
electronics,chicago,2020,93.86,93.86,93.86,1,1940,5 year(s) and 3 month(s)
electronics,chicago,2020,281.57,281.57,281.57,1,1857,5 year(s) and 1 month(s)
electronics,chicago,2020,449.46,449.46,449.46,1,1959,5 year(s) and 4 month(s)
electronics,chicago,2020,505.65,505.65,505.65,1,1845,5 year(s) and 0 month(s)
electronics,chicago,2020,623.19,1246.38,623.19,2,1845,5 year(s) and 0 month(s)
electronics,chicago,2020,867.62,867.62,867.62,1,1844,5 year(s) and 0 month(s)
electronics,chicago,2020,945.6,945.6,945.6,1,1854,5 year(s) and 0 month(s)
electronics,chicago,2020,1084.52,1084.52,1084.52,1,1822,4 year(s) and 12 month(s)
electronics,chicago,2020,1123.66,1123.66,1123.66,1,1905,5 year(s) and 2 month(s)
electronics,chicago,2020,1292.64,2585.28,1292.64,2,1944,5 year(s) and 3 month(s)
electronics,chicago,2020,1440.56,1440.56,1440.56,1,2021,5 year(s) and 6 month(s)
electronics,chicago,2020,1610.83,1610.83,1610.83,1,1801,4 year(s) and 11 month(s)
electronics,chicago,2020,1854.8,1854.8,1854.8,1,1845,5 year(s) and 0 month(s)
electronics,chicago,2020,2508.75,2508.75,2508.75,1,1801,4 year(s) and 11 month(s)
electronics,chicago,2020,3122.56,3122.56,3122.56,1,1854,5 year(s) and 0 month(s)
electronics,chicago,2021,12.16,12.16,12.16,1,1590,4 year(s) and 4 month(s)
electronics,chicago,2021,40.53,40.53,40.53,1,1504,4 year(s) and 1 month(s)
electronics,chicago,2021,117.32,117.32,117.32,1,1661,4 year(s) and 6 month(s)
electronics,chicago,2021,211.18,211.18,211.18,1,1442,3 year(s) and 11 month(s)
electronics,chicago,2021,234.64,234.64,234.64,1,1517,4 year(s) and 1 month(s)
electronics,chicago,2021,351.96,703.92,351.96,2,1499,4 year(s) and 1 month(s)
electronics,chicago,2021,510.35,1020.7,510.35,2,1632,4 year(s) and 5 month(s)
electronics,chicago,2021,604.06,604.06,604.06,1,1579,4 year(s) and 3 month(s)
electronics,chicago,2021,756.48,756.48,756.48,1,1469,4 year(s) and 0 month(s)
electronics,chicago,2021,839.55,839.55,839.55,1,1497,4 year(s) and 1 month(s)
electronics,chicago,2021,872.38,872.38,872.38,1,1634,4 year(s) and 5 month(s)
electronics,chicago,2021,927.4,927.4,927.4,1,1778,4 year(s) and 10 month(s)
electronics,chicago,2021,1123.66,1123.66,1123.66,1,1579,4 year(s) and 3 month(s)
electronics,chicago,2021,1531.06,1531.06,1531.06,1,1743,4 year(s) and 9 month(s)
electronics,chicago,2021,1551.17,1551.17,1551.17,1,1642,4 year(s) and 6 month(s)
electronics,chicago,2021,1561.28,1561.28,1561.28,1,1622,4 year(s) and 5 month(s)
electronics,chicago,2021,1744.76,1744.76,1744.76,1,1687,4 year(s) and 7 month(s)
electronics,chicago,2021,1869.57,1869.57,1869.57,1,1704,4 year(s) and 8 month(s)
electronics,chicago,2021,1873.54,1873.54,1873.54,1,1442,3 year(s) and 11 month(s)
electronics,chicago,2021,2684.72,2684.72,2684.72,1,1661,4 year(s) and 6 month(s)
electronics,chicago,2021,3122.56,3122.56,3122.56,1,1661,4 year(s) and 6 month(s)
electronics,chicago,2021,5637.24,5637.24,5637.24,1,1468,4 year(s) and 0 month(s)
electronics,chicago,2022,93.86,93.86,93.86,1,1109,3 year(s) and 0 month(s)
electronics,chicago,2022,290.95,290.95,290.95,1,1220,3 year(s) and 4 month(s)
electronics,chicago,2022,351.96,351.96,351.96,1,1079,2 year(s) and 11 month(s)
electronics,chicago,2022,433.81,433.81,433.81,1,1392,3 year(s) and 9 month(s)
electronics,chicago,2022,561.83,561.83,561.83,1,1345,3 year(s) and 8 month(s)
electronics,chicago,2022,671.18,671.18,671.18,1,1148,3 year(s) and 1 month(s)
electronics,chicago,2022,741.92,741.92,741.92,1,1392,3 year(s) and 9 month(s)
electronics,chicago,2022,851.04,851.04,851.04,1,1169,3 year(s) and 2 month(s)
electronics,chicago,2022,944.5,944.5,944.5,1,1405,3 year(s) and 10 month(s)
electronics,chicago,2022,997.1,997.1,997.1,1,1136,3 year(s) and 1 month(s)
electronics,chicago,2022,1148.29,1148.29,1148.29,1,1350,3 year(s) and 8 month(s)
electronics,chicago,2022,1249.02,1249.02,1249.02,1,1133,3 year(s) and 1 month(s)
electronics,chicago,2022,1440.56,1440.56,1440.56,1,1357,3 year(s) and 8 month(s)
electronics,chicago,2022,1531.06,1531.06,1531.06,1,1289,3 year(s) and 6 month(s)
electronics,chicago,2022,1682.61,1682.61,1682.61,1,1319,3 year(s) and 7 month(s)
electronics,chicago,2022,1702.08,1702.08,1702.08,1,1173,3 year(s) and 2 month(s)
electronics,chicago,2022,1750.17,1750.17,1750.17,1,1355,3 year(s) and 8 month(s)
electronics,chicago,2022,1879.08,1879.08,1879.08,1,1175,3 year(s) and 2 month(s)
electronics,chicago,2022,1994.21,1994.21,1994.21,1,1229,3 year(s) and 4 month(s)
electronics,chicago,2022,2257.88,2257.88,2257.88,1,1148,3 year(s) and 1 month(s)
electronics,chicago,2022,2333.56,2333.56,2333.56,1,1148,3 year(s) and 1 month(s)
electronics,chicago,2022,2440.17,2440.17,2440.17,1,1173,3 year(s) and 2 month(s)
electronics,chicago,2022,2836.8,2836.8,2836.8,1,1229,3 year(s) and 4 month(s)
electronics,chicago,2022,3877.24,3877.24,3877.24,1,1350,3 year(s) and 8 month(s)
electronics,chicago,2022,3877.92,3877.92,3877.92,1,1248,3 year(s) and 5 month(s)
electronics,chicago,2023,375.42,375.42,375.42,1,1065,2 year(s) and 11 month(s)
electronics,chicago,2023,702.58,702.58,702.58,1,745,2 year(s) and 0 month(s)
electronics,chicago,2023,756.48,756.48,756.48,1,946,2 year(s) and 7 month(s)
electronics,chicago,2023,834.66,834.66,834.66,1,932,2 year(s) and 6 month(s)
electronics,chicago,2023,933.42,933.42,933.42,1,944,2 year(s) and 7 month(s)
electronics,chicago,2023,1073.89,1073.89,1073.89,1,1008,2 year(s) and 9 month(s)
electronics,chicago,2023,1938.96,1938.96,1938.96,1,708,1 year(s) and 11 month(s)
electronics,chicago,2023,2169.04,2169.04,2169.04,1,948,2 year(s) and 7 month(s)
electronics,chicago,2023,2254.9,2254.9,2254.9,1,764,2 year(s) and 1 month(s)
electronics,chicago,2023,2508.75,2508.75,2508.75,1,1066,2 year(s) and 11 month(s)
electronics,chicago,2023,2536.76,2536.76,2536.76,1,907,2 year(s) and 5 month(s)
electronics,chicago,2023,2551.76,2551.76,2551.76,1,758,2 year(s) and 0 month(s)
electronics,chicago,2023,2809.15,2809.15,2809.15,1,758,2 year(s) and 0 month(s)
electronics,chicago,2023,2907.93,2907.93,2907.93,1,812,2 year(s) and 2 month(s)
electronics,chicago,2023,3758.16,3758.16,3758.16,1,1007,2 year(s) and 9 month(s)
electronics,chicago,2023,4846.55,4846.55,4846.55,1,841,2 year(s) and 3 month(s)
electronics,chicago,2024,261.86,261.86,261.86,1,658,1 year(s) and 9 month(s)
electronics,chicago,2024,324.13,324.13,324.13,1,628,1 year(s) and 8 month(s)
electronics,chicago,2024,463.7,463.7,463.7,1,658,1 year(s) and 9 month(s)
electronics,chicago,2024,523.71,523.71,523.71,1,604,1 year(s) and 7 month(s)
electronics,chicago,2024,785.56,785.56,785.56,1,625,1 year(s) and 8 month(s)
electronics,chicago,2024,1800.7,1800.7,1800.7,1,658,1 year(s) and 9 month(s)
electronics,chicago,2024,1879.08,1879.08,1879.08,1,628,1 year(s) and 8 month(s)
electronics,chicago,2024,2326.75,2326.75,2326.75,1,646,1 year(s) and 9 month(s)
electronics,los angelos,2020,488.03,488.03,488.03,1,1854,5 year(s) and 0 month(s)
electronics,los angelos,2020,523.71,523.71,523.71,1,1978,5 year(s) and 5 month(s)
electronics,los angelos,2020,524.72,524.72,524.72,1,1844,5 year(s) and 0 month(s)
electronics,los angelos,2020,536.94,536.94,536.94,1,1827,5 year(s) and 0 month(s)
electronics,los angelos,2020,574.15,574.15,574.15,1,1883,5 year(s) and 1 month(s)
electronics,los angelos,2020,867.62,867.62,867.62,1,1915,5 year(s) and 3 month(s)
electronics,los angelos,2020,1669.32,1669.32,1669.32,1,1854,5 year(s) and 0 month(s)
electronics,los angelos,2020,1797.86,1797.86,1797.86,1,1915,5 year(s) and 3 month(s)
electronics,los angelos,2020,2341.92,2341.92,2341.92,1,1840,5 year(s) and 0 month(s)
electronics,los angelos,2020,3148.32,3148.32,3148.32,1,1887,5 year(s) and 2 month(s)
electronics,los angelos,2021,211.18,211.18,211.18,1,1622,4 year(s) and 5 month(s)
electronics,los angelos,2021,465.52,465.52,465.52,1,1579,4 year(s) and 3 month(s)
electronics,los angelos,2021,561.83,561.83,561.83,1,1602,4 year(s) and 4 month(s)
electronics,los angelos,2021,624.51,624.51,624.51,1,1642,4 year(s) and 6 month(s)
electronics,los angelos,2021,669.0,669.0,669.0,1,1779,4 year(s) and 10 month(s)
electronics,los angelos,2021,702.58,702.58,702.58,1,1453,3 year(s) and 11 month(s)
electronics,los angelos,2021,945.6,945.6,945.6,1,1579,4 year(s) and 3 month(s)
electronics,los angelos,2021,1084.52,1084.52,1084.52,1,1612,4 year(s) and 5 month(s)
electronics,los angelos,2021,1292.64,1292.64,1292.64,1,1632,4 year(s) and 5 month(s)
electronics,los angelos,2021,1440.56,1440.56,1440.56,1,1442,3 year(s) and 11 month(s)
electronics,los angelos,2021,1512.96,1512.96,1512.96,1,1700,4 year(s) and 8 month(s)
electronics,los angelos,2021,1574.16,1574.16,1574.16,1,1706,4 year(s) and 8 month(s)
electronics,los angelos,2021,1938.62,1938.62,1938.62,1,1453,3 year(s) and 11 month(s)
electronics,los angelos,2021,2361.24,2361.24,2361.24,1,1468,4 year(s) and 0 month(s)
electronics,los angelos,2021,2551.76,5103.52,2551.76,2,1632,4 year(s) and 5 month(s)
electronics,los angelos,2022,281.57,281.57,281.57,1,1169,3 year(s) and 2 month(s)
electronics,los angelos,2022,449.46,449.46,449.46,1,1227,3 year(s) and 4 month(s)
electronics,los angelos,2022,583.39,583.39,583.39,1,1418,3 year(s) and 10 month(s)
electronics,los angelos,2022,604.06,604.06,604.06,1,1357,3 year(s) and 8 month(s)
electronics,los angelos,2022,648.25,648.25,648.25,1,1220,3 year(s) and 4 month(s)
electronics,los angelos,2022,751.63,751.63,751.63,1,1095,3 year(s) and 0 month(s)
electronics,los angelos,2022,944.5,944.5,944.5,1,1323,3 year(s) and 7 month(s)
electronics,los angelos,2022,1112.88,1112.88,1112.88,1,1350,3 year(s) and 8 month(s)
electronics,los angelos,2022,1405.15,1405.15,1405.15,1,1163,3 year(s) and 2 month(s)
electronics,los angelos,2022,1685.49,3370.98,1685.49,2,1220,3 year(s) and 4 month(s)
electronics,los angelos,2022,2041.41,2041.41,2041.41,1,1248,3 year(s) and 5 month(s)
electronics,los angelos,2022,2107.73,2107.73,2107.73,1,1175,3 year(s) and 2 month(s)
electronics,los angelos,2022,2254.9,2254.9,2254.9,1,1079,2 year(s) and 11 month(s)
electronics,los angelos,2022,2333.56,2333.56,2333.56,1,1323,3 year(s) and 7 month(s)
electronics,los angelos,2022,2684.72,2684.72,2684.72,1,1251,3 year(s) and 5 month(s)
electronics,los angelos,2022,2818.62,2818.62,2818.62,1,1133,3 year(s) and 1 month(s)
electronics,los angelos,2022,3020.31,3020.31,3020.31,1,1348,3 year(s) and 8 month(s)
electronics,los angelos,2022,3877.24,3877.24,3877.24,1,1151,3 year(s) and 1 month(s)
electronics,los angelos,2023,117.32,234.64,117.32,2,798,2 year(s) and 2 month(s)
electronics,los angelos,2023,417.33,417.33,417.33,1,820,2 year(s) and 3 month(s)
electronics,los angelos,2023,469.28,469.28,469.28,1,855,2 year(s) and 4 month(s)
electronics,los angelos,2023,472.25,472.25,472.25,1,956,2 year(s) and 7 month(s)
electronics,los angelos,2023,505.65,505.65,505.65,1,764,2 year(s) and 1 month(s)
electronics,los angelos,2023,604.06,604.06,604.06,1,1032,2 year(s) and 10 month(s)
electronics,los angelos,2023,671.18,671.18,671.18,1,931,2 year(s) and 6 month(s)
electronics,los angelos,2023,836.25,1672.5,836.25,2,932,2 year(s) and 6 month(s)
electronics,los angelos,2023,969.31,969.31,969.31,1,935,2 year(s) and 6 month(s)
electronics,los angelos,2023,1034.11,1034.11,1034.11,1,924,2 year(s) and 6 month(s)
electronics,los angelos,2023,1073.89,1073.89,1073.89,1,851,2 year(s) and 4 month(s)
electronics,los angelos,2023,1084.52,1084.52,1084.52,1,726,1 year(s) and 12 month(s)
electronics,los angelos,2023,1275.88,2551.76,1275.88,2,965,2 year(s) and 7 month(s)
electronics,los angelos,2023,1338.0,1338.0,1338.0,1,834,2 year(s) and 3 month(s)
electronics,los angelos,2023,1750.17,3500.34,1750.17,2,898,2 year(s) and 5 month(s)
electronics,los angelos,2023,2169.04,2169.04,2169.04,1,708,1 year(s) and 11 month(s)
electronics,los angelos,2024,12.16,12.16,12.16,1,652,1 year(s) and 9 month(s)
electronics,los angelos,2024,1121.74,1121.74,1121.74,1,658,1 year(s) and 9 month(s)
electronics,los angelos,2024,2551.76,2551.76,2551.76,1,692,1 year(s) and 10 month(s)
electronics,los angelos,2024,4846.55,4846.55,4846.55,1,625,1 year(s) and 8 month(s)
electronics,los angelos,2024,6619.2,6619.2,6619.2,1,580,1 year(s) and 7 month(s)
electronics,philadelphia,2020,288.11,288.11,288.11,1,1886,5 year(s) and 2 month(s)
electronics,philadelphia,2020,560.87,560.87,560.87,1,1942,5 year(s) and 3 month(s)
electronics,philadelphia,2020,648.25,648.25,648.25,1,2022,5 year(s) and 6 month(s)
electronics,philadelphia,2020,751.63,1503.26,751.63,2,2022,5 year(s) and 6 month(s)
electronics,philadelphia,2020,780.64,780.64,780.64,1,2029,5 year(s) and 6 month(s)
electronics,philadelphia,2020,1112.88,1112.88,1112.88,1,2021,5 year(s) and 6 month(s)
electronics,philadelphia,2020,1148.29,1148.29,1148.29,1,1885,5 year(s) and 2 month(s)
electronics,philadelphia,2020,1400.14,1400.14,1400.14,1,1958,5 year(s) and 4 month(s)
electronics,philadelphia,2020,1503.26,1503.26,1503.26,1,1845,5 year(s) and 0 month(s)
electronics,philadelphia,2020,1682.61,1682.61,1682.61,1,1915,5 year(s) and 3 month(s)
electronics,philadelphia,2020,2160.84,2160.84,2160.84,1,2034,5 year(s) and 6 month(s)
electronics,philadelphia,2020,2498.05,2498.05,2498.05,1,1929,5 year(s) and 3 month(s)
electronics,philadelphia,2020,2684.72,2684.72,2684.72,1,2034,5 year(s) and 6 month(s)
electronics,philadelphia,2020,2711.3,2711.3,2711.3,1,2034,5 year(s) and 6 month(s)
electronics,philadelphia,2020,4728.0,4728.0,4728.0,1,2000,5 year(s) and 5 month(s)
electronics,philadelphia,2021,36.48,36.48,36.48,1,1504,4 year(s) and 1 month(s)
electronics,philadelphia,2021,40.53,40.53,40.53,1,1655,4 year(s) and 6 month(s)
electronics,philadelphia,2021,211.18,211.18,211.18,1,1632,4 year(s) and 5 month(s)
electronics,philadelphia,2021,463.7,463.7,463.7,1,1504,4 year(s) and 1 month(s)
electronics,philadelphia,2021,505.65,505.65,505.65,1,1632,4 year(s) and 5 month(s)
